payment_id,booking_ref,event_ts_utc,amount,currency,method,status
PAY700264,Y5TSYW,2026-06-05T14:51:55Z,299761.09,PKR,jazzcash,CAPTURED
PAY700544,L8VRUS,2026-06-05T17:29:36Z,92136.29,PKR,easypaisa,CAPTURED
PAY701074,B5JCH0,2026-06-05T21:21:56Z,97922.33,PKR,bank_transfer,CAPTURED
PAY700697,ATPT68,2026-06-06T01:20:00Z,47482.24,PKR,jazzcash,CAPTURED
PAY700534,PNVZU7,2026-06-06T01:39:31Z,4488.46,AED,easypaisa,FAILED
PAY700535,PNVZU7,2026-06-06T02:08:31Z,4488.46,AED,jazzcash,CAPTURED
PAY700233,K1LV2A,2026-06-06T06:10:39Z,65527.59,PKR,jazzcash,CAPTURED
PAY700234,K1LV2A,2026-06-06T06:11:08Z,65527.59,PKR,card,CAPTURED
PAY700499,FP437S,2026-06-06T08:53:15Z,61132.84,PKR,jazzcash,CAPTURED
PAY700658,3AV9R3,2026-06-06T09:47:07Z,110177.75,PKR,bank_transfer,CAPTURED
PAY700530,J9H8G0,2026-06-06T12:17:03Z,80922.72,PKR,bank_transfer,REFUNDED
PAY700319,623H7U,2026-06-06T14:22:23Z,99256.55,PKR,easypaisa,CAPTURED
PAY700108,GMGGV1,2026-06-06T14:35:01Z,125179.02,PKR,jazzcash,CAPTURED
PAY700994,RUDXTT,2026-06-06T15:08:43Z,86998.83,PKR,easypaisa,CAPTURED
PAY700121,EL1UVY,2026-06-06T15:44:13Z,178855.07,PKR,easypaisa,CAPTURED
PAY700611,1LKUHN,2026-06-06T16:28:48Z,181862.69,PKR,bank_transfer,CAPTURED
PAY700168,2S3NQR,2026-06-06T18:43:32Z,47357.32,PKR,card,CAPTURED
PAY700608,B0RRW9,2026-06-06T19:05:14Z,997.32,AED,wallet,CAPTURED
PAY700609,B0RRW9,2026-06-06T19:05:20Z,997.32,AED,card,CAPTURED
PAY700764,0XH5DD,2026-06-06T20:00:37Z,194414.59,PKR,easypaisa,CAPTURED
PAY700972,0UYFW6,2026-06-06T20:27:30Z,35458.55,PKR,jazzcash,CAPTURED
PAY700876,06S1WK,2026-06-06T22:26:17Z,195501.29,PKR,bank_transfer,CAPTURED
PAY700409,7PJRH0,2026-06-06T23:07:37Z,71888.73,PKR,card,CAPTURED
PAY700782,XC35GM,2026-06-07T04:07:52Z,88640.99,PKR,bank_transfer,CAPTURED
PAY700670,XC5L1Q,2026-06-07T05:28:07Z,69155.66,PKR,bank_transfer,CAPTURED
PAY700368,2R5V6Y,2026-06-07T06:19:37Z,284667.88,PKR,bank_transfer,CAPTURED
PAY700320,D4V730,2026-06-07T08:26:41Z,106092.54,PKR,card,CAPTURED
PAY700285,F6SLRH,2026-06-07T09:32:39Z,418605.8,PKR,jazzcash,CAPTURED
PAY700153,WQS27X,2026-06-07T09:57:12Z,114725.64,PKR,bank_transfer,CAPTURED
PAY700463,GB8J69,2026-06-07T10:38:09Z,161187.71,PKR,wallet,CAPTURED
PAY700156,3MMKRA,2026-06-07T12:19:02Z,3126.54,AED,bank_transfer,CAPTURED
PAY700134,NV3J1G,2026-06-07T13:02:13Z,93205.04,PKR,easypaisa,FAILED
PAY700135,NV3J1G,2026-06-07T13:29:13Z,93205.04,PKR,card,CAPTURED
PAY700799,XZZ9YX,2026-06-07T17:01:56Z,33006.87,PKR,bank_transfer,REFUNDED
PAY701018,A4T4F2,2026-06-07T21:59:25Z,21170.43,PKR,card,CAPTURED
PAY700975,CH6WMM,2026-06-08T00:21:02Z,176052.97,PKR,jazzcash,CAPTURED
PAY700014,64D7Q9,2026-06-08T00:29:51Z,351.97,USD,jazzcash,CAPTURED
PAY700888,SPY74E,2026-06-08T04:33:07Z,115904.53,PKR,bank_transfer,CAPTURED
PAY700293,0GTYWM,2026-06-08T05:51:42Z,116266.05,PKR,jazzcash,CAPTURED
PAY700821,V5WF1N,2026-06-08T07:16:50Z,262317.53,PKR,wallet,CAPTURED
PAY700951,HLR8MV,2026-06-08T08:48:12Z,109235.74,PKR,bank_transfer,CAPTURED
PAY700568,ZX8WP4,2026-06-08T09:53:49Z,87042.17,PKR,jazzcash,CAPTURED
PAY700487,M7L12J,2026-06-08T10:11:43Z,155566.84,PKR,easypaisa,CAPTURED
PAY700605,2BBE1Z,2026-06-08T12:35:07Z,276714.63,PKR,wallet,CAPTURED
PAY700841,ELXVS9,2026-06-08T14:01:07Z,23023.94,PKR,wallet,CAPTURED
PAY700044,VP3R7S,2026-06-08T16:31:05Z,60258.26,PKR,bank_transfer,REFUNDED
PAY701002,DK7BTG,2026-06-08T20:19:41Z,162768.61,PKR,card,CAPTURED
PAY700789,FZP2DX,2026-06-08T20:54:14Z,97263.56,PKR,jazzcash,CAPTURED
PAY700755,863QVP,2026-06-09T00:12:43Z,55769.09,PKR,bank_transfer,CAPTURED
PAY700442,TW9JQ6,2026-06-09T03:33:51Z,89713.25,PKR,jazzcash,FAILED
PAY700443,TW9JQ6,2026-06-09T03:58:51Z,89713.25,PKR,easypaisa,CAPTURED
PAY700270,0BYL0W,2026-06-09T05:17:09Z,112818.6,PKR,bank_transfer,FAILED
PAY700271,0BYL0W,2026-06-09T05:22:09Z,112818.6,PKR,bank_transfer,CAPTURED
PAY700558,3KNUP8,2026-06-09T05:22:20Z,159552.37,PKR,card,CAPTURED
PAY700960,E0TULL,2026-06-09T08:42:18Z,18789.23,PKR,card,CAPTURED
PAY700709,1ZCQ1N,2026-06-09T10:26:58Z,110586.06,PKR,easypaisa,FAILED
PAY700710,1ZCQ1N,2026-06-09T10:54:58Z,110586.06,PKR,easypaisa,CAPTURED
PAY700551,YY02RN,2026-06-09T12:10:13Z,128781.79,PKR,wallet,CAPTURED
PAY701050,QCRUNV,2026-06-09T13:23:36Z,40291.83,PKR,easypaisa,CAPTURED
PAY700777,B8E7JC,2026-06-09T14:09:45Z,177794.21,PKR,card,CAPTURED
PAY700439,A1UHH8,2026-06-09T21:04:17Z,108948.94,PKR,bank_transfer,REFUNDED
PAY700949,T1QD5N,2026-06-09T22:07:55Z,144972.3,PKR,bank_transfer,REFUNDED
PAY700434,3MABH4,2026-06-09T22:12:01Z,77815.12,PKR,easypaisa,CAPTURED
PAY700164,B0H9RJ,2026-06-09T22:46:55Z,85543.11,PKR,jazzcash,CAPTURED
PAY700759,8TLA80,2026-06-10T02:03:04Z,323100.36,PKR,easypaisa,CAPTURED
PAY700424,E8A4LT,2026-06-10T03:28:45Z,37824.41,PKR,bank_transfer,CAPTURED
PAY700584,R7U0VE,2026-06-10T05:29:13Z,58298.29,PKR,card,CAPTURED
PAY700600,1CHVU6,2026-06-10T06:42:39Z,109526.49,PKR,bank_transfer,REFUNDED
PAY700404,D9GYQ7,2026-06-10T06:53:50Z,1504.55,AED,bank_transfer,CAPTURED
PAY700617,U93PT1,2026-06-10T08:32:53Z,113003.8,PKR,easypaisa,CAPTURED
PAY700282,XD3W0Y,2026-06-10T08:35:15Z,282544.35,PKR,card,CAPTURED
PAY700995,8JKNAJ,2026-06-10T09:24:28Z,77935.51,PKR,easypaisa,CAPTURED
PAY700428,43CVMA,2026-06-10T11:27:19Z,57060.36,PKR,bank_transfer,CAPTURED
PAY700891,160JW3,2026-06-10T12:23:54Z,42798.19,PKR,bank_transfer,CAPTURED
PAY700870,2BJZQ7,2026-06-10T12:40:36Z,1805.4,AED,jazzcash,CAPTURED
PAY700881,95BHM8,2026-06-10T13:53:53Z,44186.2,PKR,card,CAPTURED
PAY700880,95BHM8,2026-06-10T14:00:53Z,44186.2,PKR,card,FAILED
PAY700335,9KRN01,2026-06-10T15:03:59Z,202377.21,PKR,jazzcash,CAPTURED
PAY700314,UEDLBJ,2026-06-10T18:09:13Z,77573.39,PKR,bank_transfer,CAPTURED
PAY700331,V4D8N5,2026-06-10T19:07:34Z,66739.46,PKR,card,CAPTURED
PAY700485,WPN1MS,2026-06-10T19:50:32Z,1148.29,AED,wallet,CAPTURED
PAY700107,DJKSWE,2026-06-10T20:23:41Z,379795.39,PKR,card,CAPTURED
PAY700945,SDG1JY,2026-06-10T22:33:23Z,75524.35,PKR,wallet,CAPTURED
PAY700542,YA46H1,2026-06-10T23:41:58Z,73261.68,PKR,easypaisa,CAPTURED
PAY701064,CZAE1T,2026-06-10T23:46:02Z,43703.06,PKR,wallet,CAPTURED
PAY700380,QBSBT2,2026-06-11T01:55:08Z,54310.38,PKR,wallet,CAPTURED
PAY701024,3Q55S7,2026-06-11T04:16:13Z,156397.48,PKR,bank_transfer,CAPTURED
PAY700198,3GKG24,2026-06-11T05:22:23Z,212917.05,PKR,wallet,CAPTURED
PAY700812,SZP1N4,2026-06-11T05:31:29Z,75447.99,PKR,bank_transfer,CAPTURED
PAY700186,WQRZPK,2026-06-11T07:14:23Z,132588.96,PKR,jazzcash,CAPTURED
PAY700194,QEYA2R,2026-06-11T08:32:36Z,138250.6,PKR,bank_transfer,FAILED
PAY700195,QEYA2R,2026-06-11T08:38:36Z,138250.6,PKR,wallet,CAPTURED
PAY700181,2ET94Z,2026-06-11T08:55:21Z,33867.32,PKR,jazzcash,CAPTURED
PAY700646,0YL8SJ,2026-06-11T10:33:20Z,108020.21,PKR,easypaisa,CAPTURED
PAY700704,NQXXHT,2026-06-11T11:54:09Z,151039.26,PKR,easypaisa,CAPTURED
PAY700853,VTVUWY,2026-06-11T14:58:14Z,39305.94,PKR,card,CAPTURED
PAY700967,Z5DYAZ,2026-06-11T16:09:27Z,135973.66,PKR,wallet,CAPTURED
PAY700536,RHBXP0,2026-06-11T17:52:05Z,166262.6,PKR,wallet,CAPTURED
PAY700254,FUL5UM,2026-06-11T18:13:50Z,25470.16,PKR,wallet,CAPTURED
PAY700343,Z0YYBX,2026-06-11T18:30:33Z,102116.29,PKR,wallet,CAPTURED
PAY700184,EZKH75,2026-06-11T18:41:24Z,350517.28,PKR,easypaisa,CAPTURED
PAY700937,PB7NSF,2026-06-11T19:14:36Z,104137.57,PKR,easypaisa,FAILED
PAY700624,WX9GM4,2026-06-11T19:38:14Z,241032.97,PKR,jazzcash,CAPTURED
PAY700938,PB7NSF,2026-06-11T19:42:36Z,104137.57,PKR,card,CAPTURED
PAY700042,QLW0LA,2026-06-11T21:22:26Z,286315.8,PKR,bank_transfer,REFUNDED
PAY700639,J36FME,2026-06-12T00:11:32Z,139361.51,PKR,jazzcash,CAPTURED
PAY700590,NHA8A3,2026-06-12T01:52:47Z,256122.83,PKR,card,CAPTURED
PAY700698,MH7REF,2026-06-12T03:49:45Z,74668.32,PKR,easypaisa,CAPTURED
PAY700125,HMHU96,2026-06-12T03:52:54Z,398318.88,PKR,jazzcash,CAPTURED
PAY700104,FXRB2Q,2026-06-12T04:35:29Z,158129.9,PKR,card,CAPTURED
PAY700366,BKRDE9,2026-06-12T06:31:14Z,46839.8,PKR,wallet,CAPTURED
PAY700673,87YCE4,2026-06-12T08:15:05Z,162060.37,PKR,easypaisa,CAPTURED
PAY701034,2BUP67,2026-06-12T08:48:00Z,24319.42,PKR,card,CAPTURED
PAY700850,UEJPCP,2026-06-12T09:06:41Z,175165.51,PKR,jazzcash,CAPTURED
PAY700742,PLKSPH,2026-06-12T11:21:22Z,2206.54,AED,bank_transfer,CAPTURED
PAY700575,9F9Y2T,2026-06-12T12:41:59Z,189848.68,PKR,bank_transfer,FAILED
PAY700576,9F9Y2T,2026-06-12T12:51:59Z,189848.68,PKR,wallet,CAPTURED
PAY700795,XDS7R4,2026-06-12T13:34:49Z,83730.03,PKR,jazzcash,CAPTURED
PAY701075,G8PJQ1,2026-06-12T14:43:40Z,159320.31,PKR,card,CAPTURED
PAY700545,L8VRUS,2026-06-12T16:55:36Z,92136.29,PKR,bank_transfer,REFUNDED
PAY700586,LFF5PD,2026-06-12T17:51:48Z,60025.94,PKR,bank_transfer,REFUNDED
PAY700736,00H0P0,2026-06-12T18:56:53Z,102676.54,PKR,card,CAPTURED
PAY700111,K0G6CQ,2026-06-12T20:05:47Z,82586.72,PKR,card,CAPTURED
PAY700839,B3G5BS,2026-06-12T20:23:02Z,165620.0,PKR,wallet,CAPTURED
PAY700750,Z531VX,2026-06-12T21:04:28Z,99092.04,PKR,wallet,FAILED
PAY700751,Z531VX,2026-06-12T21:07:28Z,99092.04,PKR,card,CAPTURED
PAY700752,3RRTFG,2026-06-12T22:38:18Z,20731.66,PKR,easypaisa,CAPTURED
PAY700167,WTZB55,2026-06-13T02:32:04Z,371.6,AED,bank_transfer,CAPTURED
PAY700671,8XSVNL,2026-06-13T04:53:52Z,58294.72,PKR,jazzcash,CAPTURED
PAY700128,DPW4PM,2026-06-13T06:08:25Z,41899.58,PKR,jazzcash,CAPTURED
PAY700225,AMCDQZ,2026-06-13T06:09:42Z,96911.95,PKR,jazzcash,CAPTURED
PAY700662,TY3QHA,2026-06-13T07:27:36Z,26299.09,PKR,card,CAPTURED
PAY700958,BEMZGS,2026-06-13T07:37:20Z,93985.74,PKR,bank_transfer,REFUNDED
PAY700985,2PQRYC,2026-06-13T09:58:19Z,106319.43,PKR,jazzcash,CAPTURED
PAY700387,TZ5MUA,2026-06-13T17:32:52Z,78828.23,PKR,easypaisa,FAILED
PAY700824,Z86NLK,2026-06-13T17:50:58Z,3565.01,AED,easypaisa,CAPTURED
PAY700388,TZ5MUA,2026-06-13T17:57:52Z,78828.23,PKR,easypaisa,CAPTURED
PAY700115,SHHVJ3,2026-06-13T19:42:27Z,436668.83,PKR,bank_transfer,REFUNDED
PAY700976,2YWU45,2026-06-13T20:47:14Z,321967.75,PKR,card,CAPTURED
PAY700678,6CU7BK,2026-06-13T22:27:20Z,100486.65,PKR,jazzcash,CAPTURED
PAY700199,477NVX,2026-06-13T23:20:40Z,166269.29,PKR,jazzcash,CAPTURED
PAY701004,958ZCX,2026-06-14T01:02:50Z,33110.74,PKR,easypaisa,FAILED
PAY701005,958ZCX,2026-06-14T01:33:50Z,33110.74,PKR,bank_transfer,CAPTURED
PAY701073,WDKTCV,2026-06-14T02:18:23Z,40857.62,PKR,wallet,CAPTURED
PAY700905,6XALX0,2026-06-14T03:52:38Z,369691.19,PKR,wallet,CAPTURED
PAY701044,3RXY1Z,2026-06-14T04:08:02Z,44033.5,PKR,bank_transfer,CAPTURED
PAY700833,0PA7TV,2026-06-14T06:31:35Z,14600.37,PKR,jazzcash,FAILED
PAY700072,MJW8QB,2026-06-14T06:35:35Z,180491.46,PKR,jazzcash,CAPTURED
PAY700834,0PA7TV,2026-06-14T06:52:35Z,14600.37,PKR,bank_transfer,CAPTURED
PAY700096,ZLPRVZ,2026-06-14T07:23:32Z,118154.68,PKR,bank_transfer,CAPTURED
PAY700369,H5NTND,2026-06-14T09:38:42Z,43009.93,PKR,easypaisa,CAPTURED
PAY701015,DY7N9N,2026-06-14T10:30:20Z,57369.85,PKR,wallet,CAPTURED
PAY700202,NE4TFT,2026-06-14T11:47:43Z,353609.23,PKR,bank_transfer,REFUNDED
PAY700240,SYC9U9,2026-06-14T12:36:50Z,202425.12,PKR,bank_transfer,REFUNDED
PAY700253,5LYP7Q,2026-06-14T12:39:13Z,208279.75,PKR,jazzcash,CAPTURED
PAY700653,5TQQTW,2026-06-14T12:52:40Z,333875.01,PKR,bank_transfer,CAPTURED
PAY700813,Z0QE04,2026-06-14T16:29:09Z,111720.32,PKR,jazzcash,CAPTURED
PAY701045,98RCWD,2026-06-14T17:01:50Z,116971.12,PKR,jazzcash,CAPTURED
PAY700587,NX1HCU,2026-06-14T17:43:44Z,17729.01,PKR,wallet,CAPTURED
PAY700400,FS7CDV,2026-06-14T17:47:50Z,109648.59,PKR,card,CAPTURED
PAY700595,2YLZCF,2026-06-14T18:48:22Z,75400.29,PKR,easypaisa,CAPTURED
PAY700207,YCFUY1,2026-06-14T20:14:13Z,213975.1,PKR,bank_transfer,REFUNDED
PAY700376,8A35NZ,2026-06-14T21:24:57Z,69361.59,PKR,wallet,CAPTURED
PAY700501,23VSAV,2026-06-14T23:13:38Z,65806.27,PKR,bank_transfer,REFUNDED
PAY700636,CJVXZ4,2026-06-14T23:30:30Z,323724.03,PKR,bank_transfer,CAPTURED
PAY700105,1EPUG6,2026-06-14T23:40:16Z,16213.62,PKR,wallet,CAPTURED
PAY700174,M3H4JH,2026-06-15T00:45:32Z,293026.51,PKR,easypaisa,FAILED
PAY700175,M3H4JH,2026-06-15T00:48:32Z,293026.51,PKR,easypaisa,CAPTURED
PAY700453,JRKGKZ,2026-06-15T00:49:08Z,121001.87,PKR,wallet,FAILED
PAY700454,JRKGKZ,2026-06-15T00:57:08Z,121001.87,PKR,jazzcash,CAPTURED
PAY700018,AXBDQZ,2026-06-15T03:22:27Z,551799.28,PKR,bank_transfer,CAPTURED
PAY700941,ZLVM2S,2026-06-15T03:32:16Z,1485.01,AED,wallet,CAPTURED
PAY700865,8T4ZLZ,2026-06-15T04:24:04Z,315478.53,PKR,bank_transfer,CAPTURED
PAY700762,NC2V3L,2026-06-15T05:35:11Z,393327.28,PKR,easypaisa,CAPTURED
PAY700237,5T5U47,2026-06-15T06:28:21Z,17480.37,PKR,bank_transfer,CAPTURED
PAY700169,GPQP64,2026-06-15T07:39:14Z,49692.9,PKR,easypaisa,CAPTURED
PAY700359,9307AX,2026-06-15T11:44:01Z,1477.0,AED,bank_transfer,REFUNDED
PAY701003,AM173Z,2026-06-15T12:54:23Z,105126.02,PKR,bank_transfer,CAPTURED
PAY700259,X1XDRW,2026-06-15T14:11:26Z,151650.56,PKR,card,CAPTURED
PAY700783,HXCB3W,2026-06-15T14:48:52Z,1625.47,AED,easypaisa,CAPTURED
PAY700946,E7AVQJ,2026-06-15T15:04:43Z,200398.04,PKR,easypaisa,CAPTURED
PAY700066,K3U4DK,2026-06-15T15:20:03Z,88807.85,PKR,easypaisa,CAPTURED
PAY700743,1X46Y2,2026-06-15T15:31:25Z,47127.07,PKR,easypaisa,CAPTURED
PAY701085,DJ4LD9,2026-06-15T17:20:02Z,161225.9,PKR,easypaisa,CAPTURED
PAY700036,52HM5Q,2026-06-15T17:55:51Z,75494.05,PKR,jazzcash,CAPTURED
PAY700825,YQ8FHC,2026-06-15T21:14:03Z,39557.22,PKR,wallet,CAPTURED
PAY700095,3HHDS9,2026-06-15T23:05:48Z,97623.19,PKR,card,CAPTURED
PAY700455,D7202A,2026-06-15T23:35:11Z,62221.19,PKR,easypaisa,CAPTURED
PAY700023,LWGYA0,2026-06-16T01:22:14Z,22810.75,PKR,card,FAILED
PAY700024,LWGYA0,2026-06-16T01:46:14Z,22810.75,PKR,card,CAPTURED
PAY700185,BSFCYX,2026-06-16T02:47:10Z,102316.74,PKR,easypaisa,CAPTURED
PAY700760,LAECMB,2026-06-16T03:18:49Z,28861.1,PKR,jazzcash,CAPTURED
PAY700216,M1W4EE,2026-06-16T06:54:21Z,3106.07,AED,jazzcash,CAPTURED
PAY700731,0LL2P5,2026-06-16T12:52:06Z,1448.5,AED,wallet,CAPTURED
PAY700923,VB9QXB,2026-06-16T12:52:51Z,107818.14,PKR,jazzcash,CAPTURED
PAY701033,H3WEDF,2026-06-16T14:04:28Z,58772.7,PKR,jazzcash,CAPTURED
PAY701066,K7QGCV,2026-06-16T14:43:01Z,59368.7,PKR,card,CAPTURED
PAY700835,0PA7TV,2026-06-16T17:27:35Z,14600.37,PKR,bank_transfer,REFUNDED
PAY700450,B45D2X,2026-06-16T18:52:54Z,48409.14,PKR,bank_transfer,CAPTURED
PAY700451,B45D2X,2026-06-16T18:53:03Z,48409.14,PKR,card,CAPTURED
PAY700883,G9CQH7,2026-06-16T19:13:52Z,118751.44,PKR,jazzcash,CAPTURED
PAY700727,S7GXRP,2026-06-16T20:32:47Z,18245.94,PKR,easypaisa,CAPTURED
PAY700753,W7EYWG,2026-06-16T21:14:55Z,392619.68,PKR,card,FAILED
PAY700754,W7EYWG,2026-06-16T21:47:55Z,392619.68,PKR,bank_transfer,CAPTURED
PAY700607,F7YLAK,2026-06-16T23:11:59Z,28605.82,PKR,jazzcash,CAPTURED
PAY700302,ARPPEL,2026-06-16T23:39:19Z,79146.61,PKR,wallet,CAPTURED
PAY700132,WSKWZZ,2026-06-17T00:11:56Z,248390.77,PKR,bank_transfer,REFUNDED
PAY700208,HYYC4H,2026-06-17T02:37:29Z,46056.49,PKR,easypaisa,CAPTURED
PAY700699,XUED8Z,2026-06-17T03:25:40Z,410277.22,PKR,card,FAILED
PAY700700,XUED8Z,2026-06-17T03:33:40Z,410277.22,PKR,wallet,CAPTURED
PAY700566,DWDPKY,2026-06-17T03:49:05Z,214876.89,PKR,jazzcash,CAPTURED
PAY700001,TF7HDT,2026-06-17T05:21:42Z,14666.69,PKR,bank_transfer,CAPTURED
PAY701058,PE39M7,2026-06-17T13:52:45Z,104020.09,PKR,jazzcash,CAPTURED
PAY700177,7JVX2M,2026-06-17T16:21:38Z,2277.6,AED,bank_transfer,FAILED
PAY700178,7JVX2M,2026-06-17T16:32:38Z,2277.6,AED,easypaisa,CAPTURED
PAY700088,B5RFEF,2026-06-17T17:27:50Z,169406.26,PKR,wallet,CAPTURED
PAY701067,AQPP8T,2026-06-17T17:35:34Z,81654.37,PKR,card,CAPTURED
PAY700667,D0CF0V,2026-06-17T20:30:11Z,117122.92,PKR,bank_transfer,REFUNDED
PAY700415,G94V3F,2026-06-17T20:50:43Z,386783.59,PKR,card,CAPTURED
PAY700842,ED7SZ6,2026-06-17T23:25:39Z,68169.19,PKR,jazzcash,CAPTURED
PAY700705,D509X5,2026-06-17T23:51:27Z,87323.95,PKR,jazzcash,FAILED
PAY700706,D509X5,2026-06-17T23:59:27Z,87323.95,PKR,bank_transfer,CAPTURED
PAY700570,RK5WVG,2026-06-18T01:00:20Z,48753.11,PKR,wallet,CAPTURED
PAY700580,SZQFTN,2026-06-18T01:08:42Z,32812.2,PKR,jazzcash,FAILED
PAY700581,SZQFTN,2026-06-18T01:13:42Z,32812.2,PKR,easypaisa,CAPTURED
PAY700961,MZQ0RP,2026-06-18T01:40:33Z,198459.34,PKR,card,CAPTURED
PAY700241,YCB9AJ,2026-06-18T01:59:58Z,105970.81,PKR,bank_transfer,CAPTURED
PAY700011,BQ6NAH,2026-06-18T02:10:45Z,33643.84,PKR,jazzcash,CAPTURED
PAY700894,YCZQE8,2026-06-18T02:19:46Z,80252.25,PKR,card,CAPTURED
PAY700414,ACX7JQ,2026-06-18T03:00:41Z,93812.85,PKR,wallet,CAPTURED
PAY700622,PRDM98,2026-06-18T04:27:43Z,57473.3,PKR,bank_transfer,REFUNDED
PAY700080,G2FAGL,2026-06-18T05:44:56Z,210357.36,PKR,bank_transfer,CAPTURED
PAY700166,3BMF1A,2026-06-18T06:54:23Z,50039.73,PKR,bank_transfer,REFUNDED
PAY700682,WHGUU6,2026-06-18T07:30:55Z,223648.48,PKR,wallet,CAPTURED
PAY701081,SW0AQF,2026-06-18T09:15:46Z,50485.76,PKR,bank_transfer,CAPTURED
PAY700242,5PP8J9,2026-06-18T11:25:51Z,97158.83,PKR,wallet,CAPTURED
PAY700062,FCC2XJ,2026-06-18T12:45:13Z,139248.37,PKR,card,FAILED
PAY700063,FCC2XJ,2026-06-18T13:13:13Z,139248.37,PKR,card,CAPTURED
PAY701010,J9DRMM,2026-06-18T13:35:18Z,57167.76,PKR,easypaisa,CAPTURED
PAY701083,LQ8W9H,2026-06-18T13:44:25Z,53095.04,PKR,easypaisa,CAPTURED
PAY700338,XE4L6Y,2026-06-18T17:19:31Z,511.1,AED,easypaisa,CAPTURED
PAY700851,PSBST1,2026-06-18T20:03:19Z,96143.44,PKR,wallet,CAPTURED
PAY700936,75EU22,2026-06-18T20:28:29Z,184657.78,PKR,card,CAPTURED
PAY700412,4F44DM,2026-06-18T22:47:03Z,111628.81,PKR,easypaisa,FAILED
PAY700413,4F44DM,2026-06-18T23:10:03Z,111628.81,PKR,easypaisa,CAPTURED
PAY700462,HVK5CX,2026-06-18T23:44:42Z,90046.37,PKR,card,CAPTURED
PAY700748,UYNLUE,2026-06-19T01:01:35Z,21942.91,PKR,bank_transfer,REFUNDED
PAY700007,B3DWGZ,2026-06-19T03:55:42Z,55840.05,PKR,bank_transfer,CAPTURED
PAY700490,K2C6XN,2026-06-19T05:08:18Z,73026.43,PKR,jazzcash,CAPTURED
PAY700890,0Y8KJC,2026-06-19T06:17:30Z,50402.07,PKR,bank_transfer,CAPTURED
PAY700504,QQPPB4,2026-06-19T08:13:07Z,82420.01,PKR,bank_transfer,CAPTURED
PAY700033,Q5BY3Z,2026-06-19T08:19:10Z,47516.31,PKR,bank_transfer,CAPTURED
PAY700616,693RQL,2026-06-19T10:18:14Z,30361.29,PKR,easypaisa,CAPTURED
PAY700476,W8KPJS,2026-06-19T13:05:52Z,137471.06,PKR,jazzcash,CAPTURED
PAY700644,89KZ9Q,2026-06-19T17:13:39Z,209515.54,PKR,bank_transfer,REFUNDED
PAY700917,UXLW14,2026-06-19T17:50:00Z,177095.52,PKR,wallet,CAPTURED
PAY700244,WW6WU6,2026-06-19T19:51:59Z,34756.03,PKR,jazzcash,CAPTURED
PAY701032,53LSDP,2026-06-19T20:15:42Z,446754.33,PKR,wallet,CAPTURED
PAY700725,3H41K0,2026-06-19T21:17:58Z,119203.12,PKR,easypaisa,CAPTURED
PAY700741,D8LQC0,2026-06-20T00:50:29Z,59258.79,PKR,jazzcash,CAPTURED
PAY700251,42LVRN,2026-06-20T01:31:09Z,21362.48,PKR,easypaisa,CAPTURED
PAY700516,1EJLTP,2026-06-20T04:32:23Z,31415.17,PKR,jazzcash,CAPTURED
PAY700793,QSPEX2,2026-06-20T04:59:43Z,30730.79,PKR,wallet,CAPTURED
PAY700407,58S3JT,2026-06-20T10:49:10Z,14706.68,PKR,jazzcash,CAPTURED
PAY700913,JJGRX6,2026-06-20T11:50:43Z,110023.67,PKR,bank_transfer,REFUNDED
PAY700712,3B5XQU,2026-06-20T12:09:20Z,134638.84,PKR,card,CAPTURED
PAY700457,SWCFY3,2026-06-20T12:21:38Z,98487.57,PKR,jazzcash,CAPTURED
PAY700968,6W9SS2,2026-06-20T12:50:50Z,80413.87,PKR,wallet,CAPTURED
PAY701069,ZL0WL8,2026-06-20T12:53:01Z,168195.47,PKR,bank_transfer,CAPTURED
PAY700138,N5CUK9,2026-06-20T15:13:17Z,144422.52,PKR,easypaisa,CAPTURED
PAY701086,JEV3QL,2026-06-20T15:30:10Z,22201.93,PKR,card,CAPTURED
PAY700498,7FUBGF,2026-06-20T21:11:48Z,89509.95,PKR,jazzcash,CAPTURED
PAY700546,ECMSP7,2026-06-20T23:58:24Z,27012.55,PKR,bank_transfer,CAPTURED
PAY701048,UDC434,2026-06-21T01:12:49Z,185634.07,PKR,card,CAPTURED
PAY700770,H0GGWA,2026-06-21T03:08:37Z,54886.86,PKR,bank_transfer,CAPTURED
PAY700215,J0R0Z0,2026-06-21T04:15:47Z,66786.51,PKR,easypaisa,CAPTURED
PAY700632,94K4X1,2026-06-21T04:52:33Z,232940.44,PKR,bank_transfer,REFUNDED
PAY700848,D8XJ7G,2026-06-21T06:05:51Z,366055.17,PKR,card,CAPTURED
PAY700127,SD9AEQ,2026-06-21T06:32:32Z,140271.29,PKR,bank_transfer,REFUNDED
PAY700472,AXTCYL,2026-06-21T08:03:05Z,117528.71,PKR,jazzcash,CAPTURED
PAY700309,D1AJXU,2026-06-21T09:47:30Z,90835.87,PKR,easypaisa,CAPTURED
PAY700928,ZPWSJ1,2026-06-21T09:55:14Z,86907.72,PKR,bank_transfer,FAILED
PAY700422,41ZBG6,2026-06-21T09:58:18Z,129999.69,PKR,jazzcash,FAILED
PAY700929,ZPWSJ1,2026-06-21T10:12:14Z,86907.72,PKR,bank_transfer,CAPTURED
PAY700423,41ZBG6,2026-06-21T10:24:18Z,129999.69,PKR,bank_transfer,CAPTURED
